transaction_id,partner_batch_id,account_id,transaction_date,posted_date,transaction_type,amount,currency,status,merchant_name,related_transaction_id,source_system
TXN-00001300,BATCH-2026-08-17,ACCT-000786,2026-08-17,2026-08-17,refund,-27.18,USD,reversed,Hooli Cloud,TXN-00001626,ACH-BATCH
TXN-00000729,BATCH-2026-08-17,ACCT-001631,2026-08-17,2026-08-18,purchase,28.90,USD,completed,Contoso Retail,,ACH-BATCH
TXN-00000124,BATCH-2026-08-17,ACCT-002866,2026-08-17,2026-08-17,purchase,28.47,USD,completed,Initech Services,,ACH-BATCH
TXN-00001321,BATCH-2026-08-17,ACCT-003044,2026-08-16,2026-08-16,purchase,14.27,CAD,completed,Globex Corp,,ACH-BATCH
TXN-00000991,BATCH-2026-08-17,ACCT-004818,2026-08-16,2026-08-16,purchase,20.23,USD,completed,Initech Services,,POS-EAST
TXN-00001362,BATCH-2026-08-17,ACCT-003022,2026-08-16,2026-08-16,fee,22.29,USD,completed,Globex Corp,,POS-EAST
TXN-00001673,BATCH-2026-08-17,ACCT-001966,2026-08-16,2026-08-17,refund,-17.86,USD,completed,Wayne Hardware,TXN-00001356,ONLINE-CHECKOUT
TXN-00001526,BATCH-2026-08-17,ACCT-001413,2026-08-16,2026-08-16,transfer,47.43,USD,completed,Globex Corp,,ONLINE-CHECKOUT
TXN-00000065,BATCH-2026-08-17,ACCT-000813,2026-08-16,2026-08-16,purchase,39.59,CAD,completed,Globex Corp,,POS-WEST
TXN-00000441,BATCH-2026-08-17,ACCT-002082,2026-08-17,2026-08-17,refund,-3.72,USD,completed,Umbrella Logistics,TXN-00000311,ACH-BATCH
TXN-00001770,BATCH-2026-08-17,ACCT-001451,2026-08-17,2026-08-18,purchase,129.51,USD,completed,Wayne Hardware,,ACH-BATCH
TXN-00000574,BATCH-2026-08-17,ACCT-003872,2026-08-16,2026-08-16,transfer,41.74,USD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000303,BATCH-2026-08-17,ACCT-004956,2026-08-16,2026-08-17,fee,8.85,USD,completed,Pied Piper Software,,POS-EAST
TXN-00001446,BATCH-2026-08-17,ACCT-004210,2026-08-17,2026-08-18,transfer,3.02,CAD,completed,Wayne Hardware,,ACH-BATCH
TXN-00001329,BATCH-2026-08-17,ACCT-001795,2026-08-17,2026-08-17,purchase,127.39,USD,completed,Stark Utilities,,POS-WEST
TXN-00000791,BATCH-2026-08-17,ACCT-000962,2026-08-17,2026-08-18,purchase,6.53,USD,completed,Fabrikam Supply,,POS-WEST
TXN-00000707,BATCH-2026-08-17,ACCT-001649,2026-08-17,2026-08-17,purchase,13.62,USD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000973,BATCH-2026-08-17,ACCT-002766,2026-08-16,2026-08-16,purchase,10.54,USD,completed,Acme Wholesale,,ACH-BATCH
TXN-00000416,BATCH-2026-08-17,ACCT-004289,2026-08-16,2026-08-17,purchase,39.69,USD,pending,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00000250,BATCH-2026-08-17,ACCT-001780,2026-08-17,2026-08-19,purchase,33.83,USD,completed,Contoso Retail,,POS-EAST
TXN-00000825,BATCH-2026-08-17,ACCT-004478,2026-08-17,2026-08-17,purchase,22.36,USD,completed,Acme Wholesale,,ONLINE-CHECKOUT
TXN-00001598,BATCH-2026-08-17,ACCT-002535,2026-08-16,2026-08-16,purchase,32.18,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001505,BATCH-2026-08-17,ACCT-000955,2026-08-16,2026-08-16,adjustment,0.00,USD,completed,Fabrikam Supply,,ACH-BATCH
TXN-00000419,BATCH-2026-08-17,ACCT-003193,2026-08-16,2026-08-16,refund,-3.39,USD,completed,Wayne Hardware,TXN-00001291,POS-WEST
TXN-00001373,BATCH-2026-08-17,ACCT-000044,2026-08-17,2026-08-17,purchase,103.99,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00001718,BATCH-2026-08-17,ACCT-002118,2026-08-17,2026-08-18,purchase,6.35,CAD,completed,Initech Services,,ACH-BATCH
TXN-00001280,BATCH-2026-08-17,ACCT-004042,2026-08-17,2026-08-18,purchase,11.26,USD,completed,Globex Corp,,ACH-BATCH
TXN-00000602,BATCH-2026-08-17,ACCT-004001,2026-08-16,2026-08-16,purchase,18.10,EUR,completed,Contoso Retail,,POS-WEST
TXN-00001649,BATCH-2026-08-17,ACCT-004512,2026-08-17,2026-08-18,purchase,48.50,USD,completed,Northwind Traders,,POS-WEST
TXN-00001691,BATCH-2026-08-17,ACCT-003497,2026-08-17,2026-08-18,purchase,14.18,USD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000839,BATCH-2026-08-17,ACCT-004453,2026-08-16,2026-08-17,transfer,13.86,USD,completed,Hooli Cloud,,ONLINE-CHECKOUT
TXN-00001429,BATCH-2026-08-17,ACCT-001066,2026-08-16,2026-08-16,purchase,100.55,USD,completed,Wonka Confections,,ACH-BATCH
TXN-00001697,BATCH-2026-08-17,ACCT-001985,2026-08-16,2026-08-16,purchase,274.58,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00000074,BATCH-2026-08-17,ACCT-003590,2026-08-17,2026-08-17,purchase,70.15,USD,completed,Hooli Cloud,,ACH-BATCH
TXN-00000772,BATCH-2026-08-17,ACCT-000823,2026-08-17,2026-08-17,purchase,22.02,USD,completed,Hooli Cloud,,ACH-BATCH
TXN-00001842,BATCH-2026-08-17,ACCT-004572,2026-08-16,2026-08-16,purchase,21.57,USD,completed,Stark Utilities,,POS-WEST
TXN-00000641,BATCH-2026-08-17,ACCT-000688,2026-08-17,2026-08-18,purchase,27.64,EUR,completed,Initech Services,,ACH-BATCH
TXN-00001339,BATCH-2026-08-17,ACCT-001393,2026-08-17,2026-08-18,purchase,45.35,USD,reversed,Wayne Hardware,,ACH-BATCH
TXN-00000166,BATCH-2026-08-17,ACCT-004612,2026-08-16,2026-08-16,adjustment,25.10,USD,completed,Initech Services,,ACH-BATCH
TXN-00001194,BATCH-2026-08-17,ACCT-000463,2026-08-16,2026-08-18,purchase,18.37,USD,completed,Wayne Hardware,,ACH-BATCH
TXN-00001878,BATCH-2026-08-17,ACCT-003500,2026-08-17,2026-08-17,purchase,103.91,CAD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000948,BATCH-2026-08-17,ACCT-004305,2026-08-16,2026-08-17,transfer,-4.51,USD,completed,Initech Services,,POS-WEST
TXN-00001889,BATCH-2026-08-17,ACCT-001603,2026-08-16,2026-08-17,purchase,48.40,USD,completed,Wonka Confections,,POS-EAST
TXN-00001978,BATCH-2026-08-17,ACCT-003364,2026-08-16,2026-08-16,transfer,12.91,USD,completed,Hooli Cloud,,POS-EAST
TXN-00001189,BATCH-2026-08-17,ACCT-001503,2026-08-17,2026-08-17,purchase,82.61,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00000747,BATCH-2026-08-17,ACCT-004813,2026-08-16,2026-08-16,purchase,32.55,CAD,completed,Hooli Cloud,,POS-EAST
TXN-00000275,BATCH-2026-08-17,ACCT-002014,2026-08-17,2026-08-17,purchase,22.24,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00001233,BATCH-2026-08-17,ACCT-003515,2026-08-16,2026-08-17,refund,-17.09,USD,completed,Acme Wholesale,TXN-00000802,POS-EAST
TXN-00001877,BATCH-2026-08-17,ACCT-004280,2026-08-16,2026-08-16,purchase,,USD,completed,Fabrikam Supply,,ACH-BATCH
TXN-00000291,BATCH-2026-08-17,ACCT-004425,2026-08-17,2026-08-17,purchase,75.38,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00001452,BATCH-2026-08-17,ACCT-000731,2026-08-17,2026-08-19,purchase,10.46,USD,completed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00001213,BATCH-2026-08-17,ACCT-001385,2026-08-16,2026-08-17,purchase,69.20,USD,completed,Umbrella Logistics,,ONLINE-CHECKOUT
TXN-00000126,BATCH-2026-08-17,ACCT-001127,2026-08-17,2026-08-17,purchase,40.80,USD,completed,Fabrikam Supply,,POS-EAST
TXN-00000181,BATCH-2026-08-17,ACCT-000969,2026-08-17,2026-08-17,purchase,18.47,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00001852,BATCH-2026-08-17,ACCT-001181,2026-08-17,2026-08-17,purchase,8.64,CAD,completed,Umbrella Logistics,,POS-WEST
TXN-00000555,BATCH-2026-08-17,ACCT-000664,2026-08-16,2026-08-16,purchase,33.74,USD,completed,Acme Wholesale,,ONLINE-CHECKOUT
TXN-00000838,BATCH-2026-08-17,ACCT-000077,2026-08-16,2026-08-16,refund,-51.47,USD,completed,Contoso Retail,TXN-00000016,ONLINE-CHECKOUT
TXN-00001251,BATCH-2026-08-17,ACCT-002177,2026-08-17,2026-08-17,purchase,41.37,CAD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00000606,BATCH-2026-08-17,ACCT-001529,2026-08-17,2026-08-18,purchase,36.89,USD,completed,Acme Wholesale,,ACH-BATCH
TXN-00001885,BATCH-2026-08-17,ACCT-002963,2026-08-17,2026-08-18,refund,-34.28,USD,completed,Northwind Traders,TXN-00000875,POS-EAST
TXN-00000213,BATCH-2026-08-17,ACCT-001264,2026-08-17,2026-08-17,purchase,3.85,USD,completed,Hooli Cloud,,ACH-BATCH
TXN-00001501,BATCH-2026-08-17,ACCT-001414,2026-08-17,2026-08-19,refund,-65.09,CAD,completed,Fabrikam Supply,TXN-00000574,POS-WEST
TXN-00001766,BATCH-2026-08-17,ACCT-001322,2026-08-17,2026-08-17,purchase,18.31,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00001758,BATCH-2026-08-17,ACCT-004452,2026-08-17,2026-08-18,refund,-38.64,USD,completed,Wayne Hardware,TXN-00000590,ACH-BATCH
TXN-00001249,BATCH-2026-08-17,ACCT-003243,2026-08-17,2026-08-17,purchase,15.56,USD,completed,Northwind Traders,,ONLINE-CHECKOUT
TXN-00000254,BATCH-2026-08-17,ACCT-000598,2026-08-16,2026-08-16,fee,80.68,USD,pending,Northwind Traders,,POS-EAST
TXN-00000994,BATCH-2026-08-17,ACCT-001695,2026-08-16,2026-08-18,purchase,33.09,CAD,completed,Wonka Confections,,POS-WEST
TXN-00000261,BATCH-2026-08-17,ACCT-001230,2026-08-17,2026-08-17,purchase,22.86,USD,completed,Fabrikam Supply,,POS-EAST
TXN-00001066,BATCH-2026-08-17,ACCT-004992,2026-08-16,2026-08-16,fee,18.57,USD,completed,Hooli Cloud,,POS-EAST
TXN-00001261,BATCH-2026-08-17,ACCT-002190,2026-08-17,2026-08-18,transfer,77.69,EUR,completed,Northwind Traders,,ONLINE-CHECKOUT
TXN-00001444,BATCH-2026-08-17,ACCT-001194,2026-08-17,2026-08-17,purchase,23.37,CAD,completed,Globex Corp,,ONLINE-CHECKOUT
TXN-00000385,BATCH-2026-08-17,ACCT-003950,2026-08-16,2026-08-16,transfer,5.48,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001003,BATCH-2026-08-17,ACCT-003262,2026-08-16,2026-08-18,purchase,35.88,USD,completed,Hooli Cloud,,POS-WEST
TXN-00000308,BATCH-2026-08-17,ACCT-002205,2026-08-17,2026-08-18,purchase,49.70,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00001721,BATCH-2026-08-17,ACCT-003922,2026-08-16,2026-08-16,purchase,0.00,EUR,completed,Northwind Traders,,ACH-BATCH
TXN-00001774,BATCH-2026-08-17,ACCT-000823,2026-08-17,2026-08-17,purchase,93.09,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00000655,BATCH-2026-08-17,ACCT-001923,2026-08-17,2026-08-18,purchase,94.74,USD,completed,Globex Corp,,POS-EAST
TXN-00000168,BATCH-2026-08-17,ACCT-003115,2026-08-17,2026-08-18,purchase,28.66,EUR,completed,Fabrikam Supply,,POS-WEST
TXN-00001568,BATCH-2026-08-17,ACCT-004561,2026-08-16,2026-08-17,purchase,36.16,USD,completed,Acme Wholesale,,ACH-BATCH
TXN-00001359,BATCH-2026-08-17,ACCT-000708,2026-08-16,2026-08-17,purchase,130.47,USD,completed,Contoso Retail,,POS-WEST
TXN-00000340,BATCH-2026-08-17,ACCT-003723,2026-08-16,2026-08-18,transfer,19.63,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00001118,BATCH-2026-08-17,ACCT-003195,2026-08-16,2026-08-17,purchase,19.78,USD,completed,Northwind Traders,,POS-EAST
TXN-00000140,BATCH-2026-08-17,ACCT-004449,2026-08-17,2026-08-17,purchase,15.07,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00001270,BATCH-2026-08-17,ACCT-000005,2026-08-16,2026-08-16,purchase,82.59,USD,reversed,Wonka Confections,,POS-EAST
TXN-00001304,BATCH-2026-08-17,ACCT-003168,2026-08-17,2026-08-17,transfer,-12.14,USD,pending,Stark Utilities,,POS-WEST
TXN-00000777,BATCH-2026-08-17,ACCT-002568,2026-08-17,2026-08-18,purchase,9.61,USD,completed,Wayne Hardware,,POS-EAST
TXN-00001608,BATCH-2026-08-17,ACCT-000612,2026-08-17,2026-08-17,purchase,19.73,USD,completed,Contoso Retail,,POS-WEST
TXN-00001737,BATCH-2026-08-17,ACCT-004764,2026-08-16,2026-08-17,purchase,27.51,CAD,pending,Hooli Cloud,,POS-EAST
TXN-00002000,BATCH-2026-08-17,ACCT-004921,2026-08-17,2026-08-17,purchase,17.80,USD,completed,Wayne Hardware,,POS-WEST
TXN-00000450,BATCH-2026-08-17,ACCT-004681,2026-08-17,2026-08-17,purchase,11.35,USD,completed,Globex Corp,,POS-WEST
TXN-00000710,BATCH-2026-08-17,ACCT-000056,2026-08-16,2026-08-17,purchase,17.82,EUR,completed,Umbrella Logistics,,POS-EAST
TXN-00000165,BATCH-2026-08-17,ACCT-004224,2026-08-16,2026-08-17,purchase,25.41,USD,completed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00001507,BATCH-2026-08-17,ACCT-000231,2026-08-16,2026-08-16,refund,-25.37,USD,completed,Pied Piper Software,TXN-00000842,POS-EAST
TXN-00001126,BATCH-2026-08-17,ACCT-002464,2026-08-16,2026-08-16,refund,-17.92,CAD,completed,Globex Corp,TXN-00000859,POS-EAST
TXN-00001861,BATCH-2026-08-17,ACCT-002610,2026-08-17,2026-08-17,purchase,31.26,USD,pending,Initech Services,,ACH-BATCH
TXN-00000364,BATCH-2026-08-17,ACCT-003057,2026-08-16,2026-08-18,purchase,4.47,USD,completed,Northwind Traders,,POS-WEST
TXN-00001917,BATCH-2026-08-17,ACCT-003987,2026-08-17,2026-08-17,refund,-38.05,EUR,completed,Umbrella Logistics,TXN-00000411,ONLINE-CHECKOUT
TXN-00000026,BATCH-2026-08-17,ACCT-000849,2026-08-17,2026-08-18,purchase,84.38,USD,reversed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00000519,BATCH-2026-08-17,ACCT-002587,2026-08-16,2026-08-16,purchase,81.19,USD,completed,Wonka Confections,,POS-EAST
TXN-00000511,BATCH-2026-08-17,ACCT-000640,2026-08-17,2026-08-17,purchase,44.70,CAD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00000592,BATCH-2026-08-17,ACCT-003314,2026-08-16,2026-08-17,purchase,12.60,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00001767,BATCH-2026-08-17,ACCT-000016,2026-08-17,2026-08-17,purchase,96.45,CAD,completed,Umbrella Logistics,,POS-WEST
TXN-00001425,BATCH-2026-08-17,ACCT-004893,2026-08-17,2026-08-17,purchase,18.33,USD,completed,Wonka Confections,,POS-EAST
TXN-00001114,BATCH-2026-08-17,ACCT-003247,2026-08-16,2026-08-16,purchase,9.04,USD,completed,Stark Utilities,,POS-EAST
TXN-00001022,BATCH-2026-08-17,ACCT-001160,2026-08-16,2026-08-17,refund,-13.92,USD,completed,Initech Services,TXN-00000829,POS-WEST
TXN-00001397,BATCH-2026-08-17,ACCT-004349,2026-08-17,2026-08-17,purchase,26.32,USD,completed,Acme Wholesale,,ONLINE-CHECKOUT
TXN-00000790,BATCH-2026-08-17,ACCT-004395,2026-08-17,2026-08-17,purchase,40.91,CAD,completed,Wonka Confections,,ACH-BATCH
TXN-00001710,BATCH-2026-08-17,ACCT-003098,2026-08-17,2026-08-17,purchase,7.92,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00001799,BATCH-2026-08-17,ACCT-000689,2026-08-17,2026-08-19,purchase,16.10,USD,completed,Stark Utilities,,POS-EAST
TXN-00001361,BATCH-2026-08-17,ACCT-004804,2026-08-16,2026-08-16,refund,-6.56,USD,completed,Hooli Cloud,TXN-00000638,POS-EAST
TXN-00000434,BATCH-2026-08-17,ACCT-003358,2026-08-16,2026-08-17,purchase,11.65,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00001894,BATCH-2026-08-17,ACCT-004852,2026-08-16,2026-08-16,purchase,33.97,USD,completed,Acme Wholesale,,POS-EAST
TXN-00001930,BATCH-2026-08-17,ACCT-001534,2026-08-17,2026-08-18,purchase,48.15,USD,completed,Northwind Traders,,POS-WEST
TXN-00001822,BATCH-2026-08-17,ACCT-003281,2026-08-16,2026-08-16,transfer,12.01,USD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000589,BATCH-2026-08-17,ACCT-002381,2026-08-16,2026-08-17,purchase,20.21,USD,completed,Wayne Hardware,,POS-WEST
TXN-00001427,BATCH-2026-08-17,ACCT-004711,2026-08-17,2026-08-18,purchase,119.98,USD,completed,Initech Services,,POS-EAST
TXN-00000422,BATCH-2026-08-17,ACCT-001235,2026-08-16,2026-08-16,adjustment,82.89,EUR,completed,Northwind Traders,,ACH-BATCH
TXN-00000649,BATCH-2026-08-17,ACCT-003648,2026-08-16,2026-08-16,purchase,13.35,USD,completed,Stark Utilities,,ACH-BATCH
TXN-00000299,BATCH-2026-08-17,ACCT-000922,2026-08-16,2026-08-18,purchase,45.58,CAD,completed,Wayne Hardware,,POS-WEST
TXN-00001750,BATCH-2026-08-17,ACCT-001489,2026-08-16,2026-08-16,refund,-42.87,USD,completed,Wayne Hardware,TXN-00000314,ACH-BATCH
TXN-00000437,BATCH-2026-08-17,ACCT-002490,2026-08-16,2026-08-17,purchase,29.04,CAD,completed,Contoso Retail,,POS-WEST
TXN-00000366,BATCH-2026-08-17,ACCT-000552,2026-08-17,2026-08-17,purchase,27.33,USD,completed,Initech Services,,POS-EAST
TXN-00000955,BATCH-2026-08-17,ACCT-000557,2026-08-16,2026-08-18,purchase,6.73,USD,completed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00001215,BATCH-2026-08-17,ACCT-000088,2026-08-16,2026-08-17,purchase,18.80,USD,completed,Hooli Cloud,,POS-EAST
TXN-00000238,BATCH-2026-08-17,ACCT-003597,2026-08-17,2026-08-17,fee,6.85,USD,completed,Contoso Retail,,POS-WEST
TXN-00001286,BATCH-2026-08-17,ACCT-000558,2026-08-17,2026-08-17,purchase,7.58,USD,completed,Stark Utilities,,POS-EAST
TXN-00000055,BATCH-2026-08-17,ACCT-004854,2026-08-16,2026-08-17,refund,-17.97,USD,completed,Initech Services,TXN-00001964,ONLINE-CHECKOUT
TXN-00001028,BATCH-2026-08-17,ACCT-000003,2026-08-16,2026-08-16,adjustment,30.18,USD,completed,Umbrella Logistics,,POS-EAST
TXN-00001667,BATCH-2026-08-17,ACCT-000963,2026-08-16,2026-08-16,purchase,17.95,USD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000846,BATCH-2026-08-17,ACCT-004036,2026-08-17,2026-08-17,purchase,28.94,USD,completed,Wonka Confections,,POS-WEST
TXN-00000449,BATCH-2026-08-17,ACCT-002151,2026-08-17,2026-08-17,purchase,56.73,USD,completed,Contoso Retail,,ACH-BATCH
TXN-00001112,BATCH-2026-08-17,ACCT-002136,2026-08-17,2026-08-17,transfer,-21.29,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00001025,BATCH-2026-08-17,ACCT-000116,2026-08-16,2026-08-17,purchase,60.56,USD,completed,Globex Corp,,ONLINE-CHECKOUT
TXN-00001319,BATCH-2026-08-17,ACCT-000196,2026-08-16,2026-08-16,refund,-18.94,USD,completed,Umbrella Logistics,TXN-00001899,ACH-BATCH
TXN-00001931,BATCH-2026-08-17,ACCT-000635,2026-08-17,2026-08-17,refund,-35.77,EUR,reversed,Northwind Traders,TXN-00000788,ACH-BATCH
TXN-00000547,BATCH-2026-08-17,ACCT-002938,2026-08-16,2026-08-16,purchase,22.62,USD,pending,Initech Services,,POS-WEST
TXN-00001798,BATCH-2026-08-17,ACCT-002501,2026-08-16,2026-08-16,purchase,7.22,USD,completed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00000333,BATCH-2026-08-17,ACCT-004661,2026-08-17,2026-08-17,purchase,83.71,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00001082,BATCH-2026-08-17,ACCT-001982,2026-08-16,2026-08-16,adjustment,20.10,USD,pending,Fabrikam Supply,,ACH-BATCH
TXN-00000898,BATCH-2026-08-17,ACCT-003358,2026-08-17,2026-08-18,purchase,63.24,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00001072,BATCH-2026-08-17,ACCT-001393,2026-08-16,2026-08-17,refund,-24.45,USD,completed,Pied Piper Software,TXN-92021922,ACH-BATCH
TXN-00000411,BATCH-2026-08-17,ACCT-001328,2026-08-16,2026-08-17,transfer,51.01,CAD,completed,Umbrella Logistics,,POS-WEST
TXN-00000204,BATCH-2026-08-17,ACCT-002251,2026-08-16,2026-08-17,purchase,21.34,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00001174,BATCH-2026-08-17,ACCT-000771,2026-08-16,2026-08-18,purchase,33.48,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00000668,BATCH-2026-08-17,ACCT-001022,2026-08-16,2026-08-16,fee,24.86,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00001813,BATCH-2026-08-17,ACCT-000607,2026-08-16,2026-08-17,transfer,-21.66,USD,completed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00001907,BATCH-2026-08-17,ACCT-000037,2026-08-16,2026-08-17,purchase,55.51,USD,completed,Stark Utilities,,POS-EAST
TXN-00000105,BATCH-2026-08-17,ACCT-004558,2026-08-16,2026-08-16,refund,-173.95,USD,completed,Northwind Traders,TXN-00000043,ONLINE-CHECKOUT
TXN-00001467,BATCH-2026-08-17,ACCT-004443,2026-08-17,2026-08-19,purchase,36.03,CAD,pending,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001164,BATCH-2026-08-17,ACCT-004516,2026-08-16,2026-08-16,purchase,59.81,USD,completed,Acme Wholesale,,POS-WEST
TXN-00001942,BATCH-2026-08-17,ACCT-003066,2026-08-17,2026-08-17,purchase,19.51,EUR,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00000066,BATCH-2026-08-17,ACCT-003850,2026-08-17,2026-08-17,purchase,15.57,USD,completed,Initech Services,,POS-EAST
TXN-00000746,BATCH-2026-08-17,ACCT-002605,2026-08-16,2026-08-17,adjustment,-12.05,EUR,completed,Pied Piper Software,,ACH-BATCH
TXN-00000079,BATCH-2026-08-17,ACCT-003875,2026-08-17,2026-08-17,adjustment,3.92,EUR,completed,Hooli Cloud,,ACH-BATCH
TXN-00001806,BATCH-2026-08-17,ACCT-003919,2026-08-17,2026-08-17,adjustment,27.43,USD,completed,Globex Corp,,ONLINE-CHECKOUT
TXN-00000901,BATCH-2026-08-17,ACCT-004702,2026-08-17,2026-08-17,purchase,103.98,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00001046,BATCH-2026-08-17,ACCT-001528,2026-08-16,2026-08-16,purchase,94.52,USD,completed,Stark Utilities,,POS-WEST
TXN-00001127,BATCH-2026-08-17,ACCT-002649,2026-08-17,2026-08-19,purchase,9.15,CAD,completed,Northwind Traders,,POS-WEST
TXN-00000377,BATCH-2026-08-17,ACCT-002891,2026-08-16,2026-08-16,purchase,90.03,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00000319,BATCH-2026-08-17,ACCT-004721,2026-08-17,2026-08-17,purchase,3.38,USD,completed,Fabrikam Supply,,ACH-BATCH
TXN-00001024,BATCH-2026-08-17,ACCT-003757,2026-08-17,2026-08-19,purchase,14.70,USD,completed,Umbrella Logistics,,POS-EAST
TXN-00000768,BATCH-2026-08-17,ACCT-001963,2026-08-16,2026-08-16,adjustment,37.62,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00001170,BATCH-2026-08-17,ACCT-002496,2026-08-16,2026-08-16,purchase,20.90,USD,completed,Umbrella Logistics,,POS-WEST
TXN-00001654,BATCH-2026-08-17,ACCT-002548,2026-08-16,2026-08-17,purchase,-46.89,CAD,completed,Northwind Traders,,POS-EAST
TXN-00001556,BATCH-2026-08-17,ACCT-000520,2026-08-16,2026-08-16,transfer,29.05,USD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000228,BATCH-2026-08-17,ACCT-003493,2026-08-17,2026-08-17,purchase,27.65,USD,completed,Stark Utilities,,POS-WEST
TXN-00000744,BATCH-2026-08-17,ACCT-002282,2026-08-17,2026-08-17,purchase,13.89,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00000633,BATCH-2026-08-17,ACCT-001379,2026-08-16,2026-08-16,purchase,49.10,USD,completed,Hooli Cloud,,ONLINE-CHECKOUT
TXN-00000490,BATCH-2026-08-17,ACCT-003825,2026-08-17,2026-08-17,purchase,28.77,USD,completed,Northwind Traders,,POS-EAST
TXN-00001642,BATCH-2026-08-17,ACCT-003109,2026-08-16,2026-08-17,purchase,10.62,USD,completed,Umbrella Logistics,,ONLINE-CHECKOUT
TXN-00001865,BATCH-2026-08-17,ACCT-004439,2026-08-16,2026-08-17,purchase,33.02,USD,completed,Hooli Cloud,,ONLINE-CHECKOUT
TXN-00001080,BATCH-2026-08-17,ACCT-004664,2026-08-17,2026-08-17,purchase,17.11,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00000367,BATCH-2026-08-17,ACCT-000572,2026-08-16,2026-08-16,purchase,32.03,EUR,completed,Globex Corp,,ONLINE-CHECKOUT
TXN-00001485,BATCH-2026-08-17,ACCT-003916,2026-08-16,2026-08-16,purchase,65.54,USD,pending,Northwind Traders,,ONLINE-CHECKOUT
TXN-00000974,BATCH-2026-08-17,ACCT-001019,2026-08-16,2026-08-17,purchase,83.26,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00001823,BATCH-2026-08-17,ACCT-002857,2026-08-17,2026-08-17,adjustment,4.14,USD,completed,Wonka Confections,,ACH-BATCH
TXN-00001935,BATCH-2026-08-17,ACCT-002866,2026-08-16,2026-08-17,purchase,0.00,USD,failed,Acme Wholesale,,ONLINE-CHECKOUT
TXN-00000944,BATCH-2026-08-17,ACCT-000880,2026-08-16,2026-08-17,purchase,14.07,USD,completed,Stark Utilities,,ACH-BATCH
TXN-00000866,BATCH-2026-08-17,ACCT-002006,2026-08-17,2026-08-18,purchase,57.85,USD,completed,Hooli Cloud,,POS-EAST
TXN-00001704,BATCH-2026-08-17,ACCT-004065,2026-08-17,2026-08-17,refund,-32.36,USD,completed,Contoso Retail,TXN-00001902,POS-WEST
TXN-00000814,BATCH-2026-08-17,ACCT-001626,2026-08-17,2026-08-17,fee,20.92,USD,completed,Contoso Retail,,POS-WEST
TXN-00000737,BATCH-2026-08-17,ACCT-000940,2026-08-16,2026-08-16,purchase,20.88,USD,completed,Hooli Cloud,,POS-WEST
